Order ID,Product,Quantity,Price,Date,Customer Name,Customer Email,Customer City
852,Product B,4,159.68,2020-05-03,Customer 852,customer852@example.com,Dallas
853,Product A,5,541.56,2019-06-02,Customer 853,customer853@example.com,Philadelphia
854,Product A,1,391.91,2019-07-30,Customer 854,customer854@example.com,Miami
855,Product D,3,424.43,2019-07-06,Customer 855,customer855@example.com,Miami
856,Product A,5,608.11,2020-03-22,Customer 856,customer856@example.com,Chicago
857,Product B,2,723.52,2019-10-08,Customer 857,customer857@example.com,Los Angeles
858,Product C,3,712.97,2020-04-27,Customer 858,customer858@example.com,Houston
859,Product D,5,201.17,2019-01-07,Customer 859,customer859@example.com,Philadelphia
860,Product B,3,288.95,2020-07-14,Customer 860,customer860@example.com,Philadelphia
861,Product D,2,819.4,2019-04-12,Customer 861,customer861@example.com,Miami
862,Product C,2,124.33,2019-03-18,Customer 862,customer862@example.com,Chicago
863,Product B,4,408.94,2020-12-24,Customer 863,customer863@example.com,Chicago
864,Product D,2,962.42,2020-08-03,Customer 864,customer864@example.com,Los Angeles
865,Product E,3,135.81,2019-05-01,Customer 865,customer865@example.com,Los Angeles
866,Product B,2,569.58,2020-01-30,Customer 866,customer866@example.com,Dallas
867,Product E,2,292.91,2019-07-15,Customer 867,customer867@example.com,New York
868,Product B,4,324.88,2019-09-25,Customer 868,customer868@example.com,San Antonio
869,Product A,2,978.98,2019-09-26,Customer 869,customer869@example.com,Phoenix
870,Product D,1,165.02,2019-03-20,Customer 870,customer870@example.com,Houston
871,Product B,3,21.15,2020-12-12,Customer 871,customer871@example.com,San Antonio
872,Product D,3,300.83,2020-01-05,Customer 872,customer872@example.com,Los Angeles
873,Product D,4,70.63,2020-07-19,Customer 873,customer873@example.com,Los Angeles
874,Product D,2,741.86,2019-08-22,Customer 874,customer874@example.com,Chicago
875,Product E,5,586.24,2019-04-29,Customer 875,customer875@example.com,Miami
876,Product E,1,121.19,2020-01-23,Customer 876,customer876@example.com,San Antonio
877,Product B,1,882.24,2019-12-15,Customer 877,customer877@example.com,San Diego
878,Product E,3,885.76,2020-01-22,Customer 878,customer878@example.com,Phoenix
879,Product C,5,60.24,2019-01-16,Customer 879,customer879@example.com,Chicago
880,Product A,5,484.58,2019-09-23,Customer 880,customer880@example.com,Philadelphia
881,Product D,5,918.19,2019-04-17,Customer 881,customer881@example.com,Chicago
882,Product E,2,886.36,2019-05-10,Customer 882,customer882@example.com,New York
883,Product C,2,752.08,2020-08-29,Customer 883,customer883@example.com,Dallas
884,Product D,5,691.89,2020-08-23,Customer 884,customer884@example.com,San Antonio
885,Product E,4,238.64,2020-06-09,Customer 885,customer885@example.com,San Antonio
886,Product B,1,28.25,2019-04-25,Customer 886,customer886@example.com,Chicago
887,Product A,4,367.51,2019-10-01,Customer 887,customer887@example.com,Miami
888,Product B,1,497.73,2019-05-03,Customer 888,customer888@example.com,Dallas
889,Product A,3,352.55,2020-02-18,Customer 889,customer889@example.com,Philadelphia
890,Product B,5,35.95,2019-01-02,Customer 890,customer890@example.com,San Antonio
891,Product A,2,104.1,2019-03-31,Customer 891,customer891@example.com,San Antonio
892,Product E,4,657.74,2019-11-28,Customer 892,customer892@example.com,Chicago
893,Product B,5,384.35,2020-03-31,Customer 893,customer893@example.com,Philadelphia
894,Product A,1,899.8,2020-08-03,Customer 894,customer894@example.com,Dallas
895,Product C,5,415.2,2020-07-22,Customer 895,customer895@example.com,Houston
896,Product E,4,993.38,2020-02-07,Customer 896,customer896@example.com,Los Angeles
897,Product E,4,608.0,2020-09-03,Customer 897,customer897@example.com,Dallas
898,Product A,2,583.34,2020-05-23,Customer 898,customer898@example.com,Dallas
899,Product D,1,437.66,2019-05-02,Customer 899,customer899@example.com,San Antonio
900,Product A,2,605.63,2019-11-21,Customer 900,customer900@example.com,San Diego
901,Product A,3,548.23,2019-02-21,Customer 901,customer901@example.com,Philadelphia
902,Product B,1,384.98,2020-06-13,Customer 902,customer902@example.com,Houston
903,Product C,4,220.47,2020-08-02,Customer 903,customer903@example.com,Dallas
904,Product D,2,680.86,2019-01-25,Customer 904,customer904@example.com,Miami
905,Product E,3,425.22,2019-02-08,Customer 905,customer905@example.com,Los Angeles
906,Product E,5,576.86,2019-10-25,Customer 906,customer906@example.com,San Antonio
907,Product D,5,73.97,2020-09-26,Customer 907,customer907@example.com,Phoenix
908,Product A,5,927.58,2020-11-02,Customer 908,customer908@example.com,New York
909,Product A,4,525.3,2019-10-31,Customer 909,customer909@example.com,Phoenix
910,Product C,5,628.28,2020-06-24,Customer 910,customer910@example.com,Chicago
911,Product D,2,404.27,2020-04-12,Customer 911,customer911@example.com,Los Angeles
912,Product B,1,251.07,2019-11-15,Customer 912,customer912@example.com,San Diego
913,Product D,3,790.58,2019-02-15,Customer 913,customer913@example.com,San Antonio
914,Product B,2,946.28,2020-06-29,Customer 914,customer914@example.com,Miami
915,Product D,5,581.7,2019-04-30,Customer 915,customer915@example.com,Dallas
916,Product B,5,833.76,2020-01-02,Customer 916,customer916@example.com,Los Angeles
917,Product C,5,535.68,2019-08-20,Customer 917,customer917@example.com,Phoenix
918,Product C,2,811.82,2020-08-15,Customer 918,customer918@example.com,Phoenix
919,Product E,2,715.2,2019-11-06,Customer 919,customer919@example.com,New York
920,Product D,4,629.21,2020-05-26,Customer 920,customer920@example.com,New York
921,Product D,5,243.31,2019-06-07,Customer 921,customer921@example.com,Phoenix
922,Product A,2,970.51,2020-09-28,Customer 922,customer922@example.com,San Diego
923,Product E,1,870.42,2020-09-25,Customer 923,customer923@example.com,Los Angeles
924,Product A,3,156.78,2020-08-15,Customer 924,customer924@example.com,Houston
925,Product E,5,341.98,2019-02-17,Customer 925,customer925@example.com,San Diego
926,Product B,3,706.24,2019-02-27,Customer 926,customer926@example.com,Miami
927,Product A,3,196.95,2019-12-11,Customer 927,customer927@example.com,Los Angeles
928,Product A,4,407.61,2020-08-02,Customer 928,customer928@example.com,San Antonio
929,Product A,5,597.47,2020-11-15,Customer 929,customer929@example.com,New York
930,Product D,2,880.01,2020-11-13,Customer 930,customer930@example.com,Philadelphia
931,Product E,1,15.46,2019-03-01,Customer 931,customer931@example.com,Houston
932,Product E,4,309.33,2019-06-10,Customer 932,customer932@example.com,Phoenix
933,Product B,4,743.92,2020-09-30,Customer 933,customer933@example.com,Philadelphia
934,Product E,5,192.43,2019-09-14,Customer 934,customer934@example.com,Phoenix
935,Product A,5,505.28,2020-10-25,Customer 935,customer935@example.com,Dallas
936,Product C,4,832.1,2019-01-08,Customer 936,customer936@example.com,Houston
937,Product B,3,311.73,2020-06-13,Customer 937,customer937@example.com,Houston
938,Product D,4,654.88,2020-07-18,Customer 938,customer938@example.com,Dallas
939,Product B,1,728.62,2019-10-01,Customer 939,customer939@example.com,Philadelphia
940,Product C,4,242.22,2019-11-18,Customer 940,customer940@example.com,San Antonio
941,Product A,3,986.3,2020-11-10,Customer 941,customer941@example.com,San Diego
942,Product A,2,290.03,2019-07-12,Customer 942,customer942@example.com,Houston
943,Product E,4,47.04,2020-01-07,Customer 943,customer943@example.com,San Diego
944,Product C,3,431.69,2019-08-22,Customer 944,customer944@example.com,Dallas
945,Product A,3,739.68,2019-10-03,Customer 945,customer945@example.com,New York
946,Product E,2,293.69,2019-11-23,Customer 946,customer946@example.com,San Antonio
947,Product C,1,249.01,2019-04-11,Customer 947,customer947@example.com,Houston
948,Product A,5,813.37,2019-09-26,Customer 948,customer948@example.com,Chicago
949,Product B,5,16.19,2020-05-16,Customer 949,customer949@example.com,Dallas
950,Product D,3,846.68,2019-07-08,Customer 950,customer950@example.com,Philadelphia
951,Product B,1,234.34,2019-10-01,Customer 951,customer951@example.com,Houston
952,Product B,5,887.07,2020-06-19,Customer 952,customer952@example.com,New York
953,Product D,2,72.56,2020-07-06,Customer 953,customer953@example.com,San Antonio
954,Product C,1,335.85,2019-03-04,Customer 954,customer954@example.com,Philadelphia
955,Product C,5,494.84,2019-08-13,Customer 955,customer955@example.com,New York
956,Product D,1,189.51,2019-04-10,Customer 956,customer956@example.com,San Diego
957,Product C,5,690.93,2019-03-23,Customer 957,customer957@example.com,Miami
958,Product D,2,199.22,2020-08-06,Customer 958,customer958@example.com,Phoenix
959,Product E,2,653.4,2020-01-31,Customer 959,customer959@example.com,Houston
960,Product D,1,515.95,2019-03-19,Customer 960,customer960@example.com,San Diego
961,Product D,5,571.83,2019-10-04,Customer 961,customer961@example.com,San Diego
962,Product D,3,118.05,2020-01-02,Customer 962,customer962@example.com,Miami
963,Product C,3,740.63,2020-11-02,Customer 963,customer963@example.com,Houston
964,Product D,5,43.98,2020-05-10,Customer 964,customer964@example.com,San Antonio
965,Product D,2,320.7,2019-08-01,Customer 965,customer965@example.com,Houston
966,Product C,5,863.1,2019-01-24,Customer 966,customer966@example.com,Los Angeles
967,Product E,4,148.75,2020-06-23,Customer 967,customer967@example.com,San Antonio
968,Product A,3,965.72,2019-10-29,Customer 968,customer968@example.com,Chicago
969,Product C,1,47.74,2019-02-18,Customer 969,customer969@example.com,Dallas
970,Product D,2,40.01,2020-01-13,Customer 970,customer970@example.com,Chicago
971,Product C,2,648.44,2020-05-04,Customer 971,customer971@example.com,Phoenix
972,Product E,5,287.3,2020-02-10,Customer 972,customer972@example.com,Phoenix
973,Product E,4,90.66,2020-02-18,Customer 973,customer973@example.com,San Antonio
974,Product E,2,428.16,2019-07-26,Customer 974,customer974@example.com,New York
975,Product A,3,666.34,2020-04-07,Customer 975,customer975@example.com,Miami
976,Product B,1,655.28,2020-08-27,Customer 976,customer976@example.com,San Antonio
977,Product A,3,329.67,2020-04-13,Customer 977,customer977@example.com,New York
978,Product D,2,500.22,2020-08-20,Customer 978,customer978@example.com,San Diego
979,Product A,2,975.14,2020-05-31,Customer 979,customer979@example.com,Chicago
980,Product C,4,903.25,2019-11-17,Customer 980,customer980@example.com,Phoenix
981,Product D,4,392.48,2019-12-01,Customer 981,customer981@example.com,Phoenix
982,Product B,5,428.56,2019-12-01,Customer 982,customer982@example.com,San Antonio
983,Product C,4,476.08,2020-07-08,Customer 983,customer983@example.com,Miami
984,Product D,4,549.23,2019-08-03,Customer 984,customer984@example.com,San Antonio
985,Product D,4,151.4,2020-11-17,Customer 985,customer985@example.com,Philadelphia
986,Product B,1,631.99,2020-05-15,Customer 986,customer986@example.com,Chicago
987,Product D,5,849.92,2020-06-07,Customer 987,customer987@example.com,Los Angeles
988,Product D,3,917.41,2019-01-29,Customer 988,customer988@example.com,New York
989,Product C,2,348.97,2020-06-07,Customer 989,customer989@example.com,Chicago
990,Product A,2,606.24,2020-05-14,Customer 990,customer990@example.com,Dallas
991,Product C,4,273.39,2020-11-03,Customer 991,customer991@example.com,Dallas
992,Product B,3,767.35,2020-03-08,Customer 992,customer992@example.com,San Antonio
993,Product B,1,540.74,2019-05-29,Customer 993,customer993@example.com,Houston
994,Product C,5,760.52,2020-10-24,Customer 994,customer994@example.com,Los Angeles
995,Product A,4,743.26,2019-07-20,Customer 995,customer995@example.com,New York
996,Product D,2,806.84,2020-02-19,Customer 996,customer996@example.com,San Antonio
997,Product E,1,280.51,2019-05-05,Customer 997,customer997@example.com,San Antonio
998,Product C,1,827.71,2020-09-28,Customer 998,customer998@example.com,San Antonio
999,Product D,4,878.52,2019-05-15,Customer 999,customer999@example.com,Chicago
1000,Product A,3,302.12,2019-09-16,Customer 1000,customer1000@example.com,Dallas
1001,Product A,4,250.38,2020-04-08,Customer 1001,customer1001@example.com,New York
1002,Product A,1,759.55,2020-09-10,Customer 1002,customer1002@example.com,Miami
1003,Product C,5,236.98,2020-06-15,Customer 1003,customer1003@example.com,San Diego
1004,Product B,3,337.3,2019-06-09,Customer 1004,customer1004@example.com,Miami
1005,Product E,3,398.19,2019-09-10,Customer 1005,customer1005@example.com,San Antonio
1006,Product B,5,286.76,2020-01-28,Customer 1006,customer1006@example.com,Los Angeles
1007,Product D,2,776.74,2019-11-02,Customer 1007,customer1007@example.com,Houston
1008,Product A,3,513.75,2019-10-28,Customer 1008,customer1008@example.com,Philadelphia
1009,Product B,2,538.97,2019-02-21,Customer 1009,customer1009@example.com,Houston
1010,Product D,1,788.46,2020-06-27,Customer 1010,customer1010@example.com,Phoenix
1011,Product D,4,547.71,2019-01-15,Customer 1011,customer1011@example.com,San Diego
1012,Product C,5,368.76,2020-04-22,Customer 1012,customer1012@example.com,New York
1013,Product D,4,50.26,2020-12-27,Customer 1013,customer1013@example.com,San Diego
1014,Product C,3,988.25,2020-01-23,Customer 1014,customer1014@example.com,San Antonio
1015,Product C,2,118.46,2020-01-24,Customer 1015,customer1015@example.com,Phoenix
1016,Product E,3,421.83,2019-02-06,Customer 1016,customer1016@example.com,Chicago
1017,Product B,2,140.16,2020-01-08,Customer 1017,customer1017@example.com,New York
1018,Product D,5,28.82,2020-10-22,Customer 1018,customer1018@example.com,Miami
1019,Product D,1,763.84,2020-08-29,Customer 1019,customer1019@example.com,San Diego
1020,Product C,1,246.27,2020-05-09,Customer 1020,customer1020@example.com,San Antonio
1021,Product C,2,83.02,2020-09-04,Customer 1021,customer1021@example.com,Philadelphia
1022,Product B,4,810.87,2020-07-06,Customer 1022,customer1022@example.com,Phoenix
1023,Product B,4,697.94,2020-12-02,Customer 1023,customer1023@example.com,Chicago
1024,Product B,1,725.71,2019-06-10,Customer 1024,customer1024@example.com,Houston
1025,Product A,3,385.43,2019-06-15,Customer 1025,customer1025@example.com,Dallas
1026,Product C,2,764.92,2020-08-02,Customer 1026,customer1026@example.com,Houston
1027,Product D,2,73.25,2020-09-13,Customer 1027,customer1027@example.com,Houston
1028,Product A,3,800.62,2019-09-16,Customer 1028,customer1028@example.com,Houston
1029,Product B,3,890.99,2020-09-18,Customer 1029,customer1029@example.com,Chicago
1030,Product E,4,441.21,2019-12-16,Customer 1030,customer1030@example.com,San Antonio
1031,Product A,5,728.19,2020-07-18,Customer 1031,customer1031@example.com,San Antonio
1032,Product E,3,625.14,2020-05-29,Customer 1032,customer1032@example.com,New York
1033,Product E,4,655.91,2019-10-14,Customer 1033,customer1033@example.com,Chicago
1034,Product C,1,843.67,2019-04-09,Customer 1034,customer1034@example.com,Houston
1035,Product A,5,494.52,2019-09-07,Customer 1035,customer1035@example.com,Los Angeles
1036,Product C,1,674.32,2020-10-11,Customer 1036,customer1036@example.com,New York
1037,Product E,2,700.49,2019-09-10,Customer 1037,customer1037@example.com,San Diego
1038,Product E,5,540.82,2020-01-15,Customer 1038,customer1038@example.com,San Antonio
1039,Product D,2,699.67,2020-06-19,Customer 1039,customer1039@example.com,Los Angeles
1040,Product A,5,935.61,2019-11-26,Customer 1040,customer1040@example.com,Philadelphia
1041,Product A,5,390.65,2020-01-14,Customer 1041,customer1041@example.com,San Diego
1042,Product D,2,146.62,2019-07-23,Customer 1042,customer1042@example.com,New York
1043,Product A,3,957.95,2020-08-23,Customer 1043,customer1043@example.com,Houston
1044,Product B,2,465.28,2020-06-20,Customer 1044,customer1044@example.com,Houston
1045,Product A,1,137.62,2019-04-23,Customer 1045,customer1045@example.com,San Diego
1046,Product D,4,558.52,2019-03-17,Customer 1046,customer1046@example.com,San Diego
1047,Product A,5,417.45,2020-10-19,Customer 1047,customer1047@example.com,Chicago
1048,Product C,3,646.06,2019-01-29,Customer 1048,customer1048@example.com,San Diego
1049,Product B,5,801.7,2020-06-21,Customer 1049,customer1049@example.com,Philadelphia
1050,Product E,2,357.97,2020-09-09,Customer 1050,customer1050@example.com,Philadelphia
1051,Product E,4,322.21,2020-04-05,Customer 1051,customer1051@example.com,San Antonio
1052,Product B,4,312.06,2020-11-02,Customer 1052,customer1052@example.com,Philadelphia
1053,Product B,4,81.6,2019-07-07,Customer 1053,customer1053@example.com,Dallas
1054,Product B,3,237.45,2020-04-24,Customer 1054,customer1054@example.com,Philadelphia
1055,Product C,4,308.77,2020-11-17,Customer 1055,customer1055@example.com,San Diego
1056,Product E,3,168.1,2020-04-08,Customer 1056,customer1056@example.com,San Antonio
1057,Product D,1,199.07,2019-06-24,Customer 1057,customer1057@example.com,Los Angeles
1058,Product D,5,740.38,2019-06-17,Customer 1058,customer1058@example.com,Houston
1059,Product B,4,89.51,2020-01-15,Customer 1059,customer1059@example.com,Miami
1060,Product E,1,308.48,2020-03-11,Customer 1060,customer1060@example.com,Houston
1061,Product E,5,526.1,2020-03-31,Customer 1061,customer1061@example.com,Dallas
1062,Product E,5,981.63,2019-10-15,Customer 1062,customer1062@example.com,Los Angeles
1063,Product C,1,902.83,2019-03-20,Customer 1063,customer1063@example.com,San Diego
1064,Product E,5,51.87,2019-12-12,Customer 1064,customer1064@example.com,Philadelphia
1065,Product D,2,919.48,2019-11-22,Customer 1065,customer1065@example.com,Houston
1066,Product D,4,141.18,2020-07-26,Customer 1066,customer1066@example.com,Phoenix
1067,Product D,1,66.53,2020-04-24,Customer 1067,customer1067@example.com,Philadelphia
1068,Product B,5,748.26,2020-06-05,Customer 1068,customer1068@example.com,San Diego
1069,Product A,3,857.23,2019-01-18,Customer 1069,customer1069@example.com,San Diego
1070,Product C,5,730.15,2020-05-10,Customer 1070,customer1070@example.com,Phoenix
1071,Product C,5,918.41,2020-11-09,Customer 1071,customer1071@example.com,New York
1072,Product B,4,288.1,2020-10-21,Customer 1072,customer1072@example.com,Miami
1073,Product B,5,464.97,2019-05-22,Customer 1073,customer1073@example.com,San Antonio
1074,Product A,4,956.43,2019-10-14,Customer 1074,customer1074@example.com,Miami
1075,Product A,1,627.46,2020-09-29,Customer 1075,customer1075@example.com,San Antonio
1076,Product D,3,626.63,2020-02-19,Customer 1076,customer1076@example.com,New York
1077,Product E,5,574.72,2019-05-16,Customer 1077,customer1077@example.com,New York
1078,Product B,4,652.89,2020-04-19,Customer 1078,customer1078@example.com,New York
1079,Product E,2,152.32,2020-01-30,Customer 1079,customer1079@example.com,San Diego
1080,Product A,1,560.06,2020-03-13,Customer 1080,customer1080@example.com,San Diego
1081,Product A,4,285.43,2020-10-24,Customer 1081,customer1081@example.com,Philadelphia
1082,Product A,2,903.75,2020-02-18,Customer 1082,customer1082@example.com,New York
1083,Product D,3,732.25,2020-02-17,Customer 1083,customer1083@example.com,Chicago
1084,Product D,3,847.35,2019-08-27,Customer 1084,customer1084@example.com,Miami
1085,Product B,1,953.32,2020-05-18,Customer 1085,customer1085@example.com,Chicago
1086,Product A,4,695.94,2020-08-08,Customer 1086,customer1086@example.com,Philadelphia
1087,Product B,3,572.1,2020-04-08,Customer 1087,customer1087@example.com,Philadelphia
1088,Product D,1,183.12,2019-02-09,Customer 1088,customer1088@example.com,San Diego
1089,Product C,4,718.3,2020-06-29,Customer 1089,customer1089@example.com,Los Angeles
1090,Product E,3,245.55,2019-08-07,Customer 1090,customer1090@example.com,San Diego
1091,Product E,4,548.07,2020-10-30,Customer 1091,customer1091@example.com,Phoenix
1092,Product B,2,510.83,2020-01-31,Customer 1092,customer1092@example.com,Los Angeles
1093,Product E,4,723.29,2020-12-12,Customer 1093,customer1093@example.com,Philadelphia
1094,Product B,5,809.37,2019-02-19,Customer 1094,customer1094@example.com,New York
1095,Product E,4,210.65,2020-04-18,Customer 1095,customer1095@example.com,Phoenix
1096,Product C,1,551.32,2020-03-16,Customer 1096,customer1096@example.com,San Antonio
1097,Product E,3,64.87,2019-08-24,Customer 1097,customer1097@example.com,New York
1098,Product A,2,377.73,2020-03-22,Customer 1098,customer1098@example.com,San Antonio
1099,Product B,3,490.34,2020-11-14,Customer 1099,customer1099@example.com,San Diego
1100,Product A,2,498.7,2020-02-11,Customer 1100,customer1100@example.com,Miami
1101,Product A,5,786.33,2020-03-27,Customer 1101,customer1101@example.com,Chicago
1102,Product C,3,787.46,2019-08-20,Customer 1102,customer1102@example.com,Houston
1103,Product C,4,52.06,2019-03-10,Customer 1103,customer1103@example.com,Chicago
1104,Product B,3,778.75,2020-02-12,Customer 1104,customer1104@example.com,Houston
1105,Product E,2,255.9,2020-10-19,Customer 1105,customer1105@example.com,Los Angeles
1106,Product A,4,582.77,2020-05-20,Customer 1106,customer1106@example.com,New York
1107,Product E,1,213.79,2019-07-16,Customer 1107,customer1107@example.com,Miami
1108,Product C,4,378.3,2019-09-15,Customer 1108,customer1108@example.com,San Antonio
1109,Product D,2,685.17,2019-12-21,Customer 1109,customer1109@example.com,Phoenix
1110,Product C,5,709.42,2019-06-28,Customer 1110,customer1110@example.com,Los Angeles
1111,Product B,4,806.0,2019-10-11,Customer 1111,customer1111@example.com,San Antonio
1112,Product E,2,166.15,2020-07-05,Customer 1112,customer1112@example.com,San Diego
1113,Product B,4,420.79,2019-10-07,Customer 1113,customer1113@example.com,Chicago
1114,Product B,2,836.16,2019-06-21,Customer 1114,customer1114@example.com,San Diego
1115,Product D,5,504.54,2019-01-17,Customer 1115,customer1115@example.com,Phoenix
1116,Product B,3,980.56,2019-11-21,Customer 1116,customer1116@example.com,Houston
1117,Product A,2,898.54,2020-11-21,Customer 1117,customer1117@example.com,Miami
1118,Product A,5,122.51,2020-08-03,Customer 1118,customer1118@example.com,Phoenix
1119,Product A,1,640.51,2020-08-14,Customer 1119,customer1119@example.com,Phoenix
1120,Product E,2,779.86,2019-07-30,Customer 1120,customer1120@example.com,New York
1121,Product E,2,212.69,2020-11-15,Customer 1121,customer1121@example.com,Miami
1122,Product A,2,955.74,2020-06-01,Customer 1122,customer1122@example.com,Chicago
1123,Product D,1,558.79,2020-05-06,Customer 1123,customer1123@example.com,Houston
1124,Product C,1,989.38,2019-09-13,Customer 1124,customer1124@example.com,Dallas
1125,Product B,2,198.59,2019-10-22,Customer 1125,customer1125@example.com,Miami
1126,Product C,4,598.86,2019-11-30,Customer 1126,customer1126@example.com,Los Angeles
1127,Product E,4,674.8,2020-04-15,Customer 1127,customer1127@example.com,Miami
1128,Product C,1,465.81,2020-04-04,Customer 1128,customer1128@example.com,Houston
1129,Product C,5,849.78,2019-04-11,Customer 1129,customer1129@example.com,New York
1130,Product C,5,949.57,2020-04-21,Customer 1130,customer1130@example.com,Chicago
1131,Product A,2,249.49,2020-05-05,Customer 1131,customer1131@example.com,New York
1132,Product C,1,180.94,2019-12-08,Customer 1132,customer1132@example.com,Houston
1133,Product D,2,621.31,2019-05-21,Customer 1133,customer1133@example.com,Los Angeles
1134,Product C,2,558.38,2019-01-12,Customer 1134,customer1134@example.com,New York
1135,Product A,3,846.68,2019-02-16,Customer 1135,customer1135@example.com,Chicago
1136,Product B,3,678.23,2020-05-21,Customer 1136,customer1136@example.com,Philadelphia
1137,Product E,2,137.88,2019-08-18,Customer 1137,customer1137@example.com,Miami
1138,Product A,3,685.71,2020-02-10,Customer 1138,customer1138@example.com,New York
1139,Product A,4,800.21,2020-07-14,Customer 1139,customer1139@example.com,Dallas
1140,Product E,2,325.1,2020-02-19,Customer 1140,customer1140@example.com,Chicago
1141,Product A,3,619.89,2020-01-01,Customer 1141,customer1141@example.com,Dallas
1142,Product C,5,431.47,2019-07-02,Customer 1142,customer1142@example.com,Houston
1143,Product A,5,116.7,2020-03-26,Customer 1143,customer1143@example.com,Phoenix
1144,Product A,3,189.77,2019-03-08,Customer 1144,customer1144@example.com,Miami
1145,Product B,4,383.28,2020-05-11,Customer 1145,customer1145@example.com,Dallas
1146,Product B,5,353.47,2019-10-28,Customer 1146,customer1146@example.com,Phoenix
1147,Product A,1,629.75,2020-09-15,Customer 1147,customer1147@example.com,San Antonio
1148,Product D,4,667.15,2019-02-04,Customer 1148,customer1148@example.com,San Antonio
1149,Product B,3,513.91,2019-05-30,Customer 1149,customer1149@example.com,San Diego
1150,Product D,4,116.77,2020-07-28,Customer 1150,customer1150@example.com,Miami
1151,Product B,4,320.22,2020-10-21,Customer 1151,customer1151@example.com,Phoenix
1152,Product B,4,951.82,2019-05-06,Customer 1152,customer1152@example.com,Los Angeles
1153,Product B,4,104.35,2019-01-06,Customer 1153,customer1153@example.com,San Antonio
1154,Product B,2,982.26,2020-11-09,Customer 1154,customer1154@example.com,Houston
1155,Product D,1,950.24,2019-08-11,Customer 1155,customer1155@example.com,San Diego
1156,Product C,4,327.91,2020-08-19,Customer 1156,customer1156@example.com,Los Angeles
1157,Product D,4,100.43,2020-11-25,Customer 1157,customer1157@example.com,New York
1158,Product E,1,290.34,2019-11-28,Customer 1158,customer1158@example.com,Dallas
1159,Product D,2,525.33,2020-05-30,Customer 1159,customer1159@example.com,Houston
1160,Product A,1,350.08,2019-11-14,Customer 1160,customer1160@example.com,Los Angeles
1161,Product C,5,604.93,2019-11-23,Customer 1161,customer1161@example.com,Houston
1162,Product B,5,222.46,2019-07-26,Customer 1162,customer1162@example.com,San Diego
1163,Product A,3,866.02,2020-12-03,Customer 1163,customer1163@example.com,Los Angeles
1164,Product D,5,182.08,2019-03-22,Customer 1164,customer1164@example.com,Philadelphia
1165,Product C,3,339.6,2019-12-28,Customer 1165,customer1165@example.com,Dallas
1166,Product D,5,193.51,2019-01-14,Customer 1166,customer1166@example.com,Philadelphia
1167,Product A,4,55.83,2020-04-11,Customer 1167,customer1167@example.com,Chicago
1168,Product B,2,928.33,2019-10-09,Customer 1168,customer1168@example.com,San Antonio
1169,Product A,5,577.32,2020-04-22,Customer 1169,customer1169@example.com,San Diego
1170,Product C,4,947.23,2019-04-13,Customer 1170,customer1170@example.com,Phoenix
1171,Product C,4,338.39,2020-04-11,Customer 1171,customer1171@example.com,Dallas
1172,Product D,5,233.53,2020-02-20,Customer 1172,customer1172@example.com,Los Angeles
1173,Product B,4,168.26,2020-11-20,Customer 1173,customer1173@example.com,Houston
1174,Product C,2,64.14,2020-02-21,Customer 1174,customer1174@example.com,Chicago
1175,Product D,1,133.05,2020-09-28,Customer 1175,customer1175@example.com,Chicago
1176,Product E,1,33.91,2019-12-27,Customer 1176,customer1176@example.com,Miami
1177,Product E,2,796.1,2019-01-09,Customer 1177,customer1177@example.com,Miami
1178,Product D,3,810.15,2019-03-04,Customer 1178,customer1178@example.com,San Diego
1179,Product C,3,175.57,2020-11-16,Customer 1179,customer1179@example.com,San Diego
1180,Product C,1,80.96,2019-01-05,Customer 1180,customer1180@example.com,San Antonio
1181,Product E,1,334.25,2019-01-14,Customer 1181,customer1181@example.com,Phoenix
1182,Product B,3,953.58,2019-07-31,Customer 1182,customer1182@example.com,Los Angeles
1183,Product E,4,660.5,2019-08-26,Customer 1183,customer1183@example.com,Los Angeles
1184,Product C,2,193.0,2019-10-19,Customer 1184,customer1184@example.com,Dallas
1185,Product D,5,952.66,2019-09-15,Customer 1185,customer1185@example.com,Los Angeles
1186,Product C,1,427.5,2019-11-12,Customer 1186,customer1186@example.com,Chicago
1187,Product B,1,808.7,2019-10-26,Customer 1187,customer1187@example.com,San Diego
1188,Product D,5,987.47,2020-02-03,Customer 1188,customer1188@example.com,Dallas
1189,Product A,4,140.32,2019-06-05,Customer 1189,customer1189@example.com,Dallas
1190,Product C,1,557.51,2019-06-06,Customer 1190,customer1190@example.com,New York
1191,Product A,4,493.03,2019-07-01,Customer 1191,customer1191@example.com,Dallas
1192,Product C,1,179.07,2019-12-23,Customer 1192,customer1192@example.com,New York
1193,Product C,1,432.86,2020-07-18,Customer 1193,customer1193@example.com,Chicago
1194,Product D,5,239.94,2020-10-28,Customer 1194,customer1194@example.com,Miami
1195,Product C,2,892.23,2019-04-09,Customer 1195,customer1195@example.com,Phoenix
1196,Product C,5,316.36,2020-02-12,Customer 1196,customer1196@example.com,New York
1197,Product B,5,48.99,2020-10-27,Customer 1197,customer1197@example.com,Los Angeles
1198,Product A,5,887.18,2020-12-07,Customer 1198,customer1198@example.com,Los Angeles
1199,Product C,4,690.35,2020-06-29,Customer 1199,customer1199@example.com,New York
1200,Product A,4,214.26,2020-05-15,Customer 1200,customer1200@example.com,Phoenix
